term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,max_pos_group,stop,dfidf,stem_porter,stem_snowball,stem_lancaster,df,idf,mean_tfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
austere,3,7,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,auster,auster,aust,3,5.984893107609792,0.0004046063565228505,0,0,0,1,0,1,0,1,0,0,-1
authenticity,1,12,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,authent,authent,auth,1,7.569855608330948,0.00010512228313193928,0,0,0,0,0,0,1,0,0,1,1
author,6,6,5.508534096448923e-06,17.4699001222438,NN,1,{'NN'},NN,0,29.90935864565875,author,author,auth,6,4.984893107609792,0.0006322341006476755,0,0,0,0,0,0,1,0,0,1,1
authority,22,9,2.0197958353646054e-05,15.59543100432766,NN,3,"{'NN', 'NNP', 'VB'}",NN,0,59.200677040370344,author,author,auth,17,3.4823927670806083,0.001212021552987647,0,0,0,0,0,0,1,0,0,1,1
avalanche,3,9,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,avalanch,avalanch,avalanch,3,5.984893107609792,0.00030317341455302706,0,0,0,1,0,1,0,1,1,0,-1
averse,1,6,9.180890160748206e-07,20.054862622964958,VBP,1,{'VBP'},VB,0,7.569855608330948,avers,avers,avers,1,7.569855608330948,0.00012109831400305468,1,0,1,1,0,1,0,0,0,0,-1
avoid,81,5,7.436521030206047e-05,13.715012620080334,VB,3,"{'NN', 'VBP', 'VB'}",VB,0,100.47075893318066,avoid,avoid,avoid,64,1.5698556083309478,0.002377653033241704,0,0,0,1,0,1,0,0,0,0,-1
award,19,5,1.744369130542159e-05,15.806935109521373,NN,6,"{'RB', 'NN', 'VBD', 'VB', 'VBP', 'NNP'}",NN,0,26.239637567217926,award,award,award,5,5.247927513443585,0.001153069068294588,0,1,0,0,1,0,1,0,1,1,1
awful,41,5,3.7641649659067645e-05,14.697310618346874,JJ,6,"{'NNS', 'NN', 'VBZ', 'JJ', 'NNP', 'RP'}",JJ,0,84.40135408074069,aw,aw,aw,34,2.4823927670806083,0.0017893347821920568,1,0,1,1,0,1,0,1,0,0,-1
awkwardness,2,11,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'JJ'}",NN,0,13.139711216661896,awkward,awkward,awkward,2,6.569855608330948,0.00037721658995201615,0,0,1,0,0,1,0,0,0,0,-1
baboon,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,baboon,baboon,baboon,1,7.569855608330948,0.0001464755342169301,0,0,1,0,0,1,0,0,0,0,-1
baby,61,4,5.600342998056406e-05,14.124125285402071,NN,3,"{'NN', 'NNP', 'JJ'}",NN,0,76.00413886652194,babi,babi,baby,27,2.814968106167479,0.0036394798538330387,0,0,0,0,1,0,1,0,0,0,1
backbone,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,backbon,backbon,backbon,1,7.569855608330948,0.00015747567315021734,1,0,0,0,0,0,1,0,0,1,1
backwards,47,9,4.3150183755516566e-05,14.50027377128732,NNS,8,"{'NNS', 'RB', 'NN', 'VBN', 'VBZ', 'VB', 'VBP', 'JJ'}",NN,0,68.42932777326031,backward,backward,backward,22,3.1104239896936505,0.002389736868317354,0,0,1,0,0,1,0,0,0,0,-1
bad,240,3,0.00022034136385795693,12.14797202735644,JJ,11,"{'NNS', 'RB', 'NN', 'POS', 'VBN', 'IN', 'VB', 'VBZ', 'VBP', 'JJ', 'NNP'}",JJ,0,84.0140777349475,bad,bad,bad,114,0.7369655941662062,0.0035078006785743705,1,0,1,1,0,1,0,1,0,0,-1
badger,10,6,9.180890160748207e-06,16.732934528077596,NN,3,"{'NN', 'JJR', 'VB'}",NN,0,36.55884486664758,badger,badger,badg,8,4.569855608330948,0.0008788718516946429,1,0,0,0,0,1,0,0,0,0,-1
badly,89,5,8.170992243065904e-05,13.57912919199856,RB,5,"{'RB', 'NN', 'IN', 'VB', 'JJ'}",RB,0,100.68045827218464,badli,bad,bad,66,1.5254614889724945,0.002586549860394658,0,0,0,0,0,1,0,1,0,0,-1
bait,4,4,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,22.27942243332379,bait,bait,bait,4,5.569855608330948,0.0005230032519599124,0,0,0,1,0,1,0,0,0,1,-1
bale,1,4,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,bale,bale,bal,1,7.569855608330948,0.0001836006696175345,0,0,0,1,0,1,0,0,0,0,-1
balm,1,4,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,balm,balm,balm,1,7.569855608330948,8.032529295767135e-05,0,1,0,0,1,1,1,0,0,0,0
bane,29,4,2.6624581466169797e-05,15.196881627837385,NNP,2,"{'NN', 'NNP'}",NN,0,29.90935864565875,bane,bane,ban,6,4.984893107609792,0.0031635814638751427,1,0,1,1,0,1,0,0,0,0,-1
bang,84,4,7.711947735028493e-05,13.662545200186198,NN,6,"{'NNS', 'NN', 'VBD', 'VBN', 'VB', 'NNP'}",NN,0,96.29997092781115,bang,bang,bang,50,1.925999418556223,0.0030400133940358142,1,0,1,1,0,1,0,1,1,0,-1
banish,2,6,1.836178032149641e-06,19.054862622964958,VB,1,{'VB'},VB,0,13.139711216661896,banish,banish,ban,2,6.569855608330948,0.00026958482480745407,1,0,1,1,0,1,0,1,0,0,-1
banished,9,8,8.262801144673386e-06,16.884937621522646,VBD,4,"{'VBD', 'VBN', 'VBP', 'JJ'}",VB,0,29.90935864565875,banish,banish,ban,6,4.984893107609792,0.000668712164921455,1,0,0,1,0,1,0,1,0,0,-1
banquet,4,7,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,17.954679322829374,banquet,banquet,banquet,3,5.984893107609792,0.0005883180976445524,0,1,0,0,1,0,1,0,0,0,1
banshee,11,7,1.0098979176823027e-05,16.59543100432766,NN,2,"{'NN', 'NNP'}",NN,0,33.33750480391341,banshe,banshe,bansh,7,4.762500686273344,0.001138632566797982,1,0,1,1,0,1,0,1,0,0,-1
bargain,8,7,7.344712128598564e-06,17.054862622964958,NN,3,"{'NN', 'NNP', 'VB'}",NN,0,33.33750480391341,bargain,bargain,bargain,7,4.762500686273344,0.00087569912456571,0,0,0,0,0,0,1,0,0,1,1
bark,14,4,1.2853246225047488e-05,16.247507700907352,NN,1,{'NN'},NN,0,52.67500960782681,bark,bark,bark,14,3.7625006862733437,0.0008984617379857437,1,0,0,0,0,1,0,0,0,0,-1
barricade,4,9,3.672356064299282e-06,18.054862622964958,VB,3,"{'NN', 'NNP', 'VB'}",VB,0,22.27942243332379,barricad,barricad,barricad,4,5.569855608330948,0.00040713006941471054,0,0,0,1,0,1,0,0,0,0,-1
barrier,49,7,4.498636178766621e-05,14.44015277884975,NN,1,{'NN'},NN,0,73.14998546390558,barrier,barrier,barry,25,2.925999418556223,0.002659882855503659,1,0,0,0,0,1,0,0,0,0,-1
basketball,2,10,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,basketbal,basketbal,basketbal,1,7.569855608330948,0.0003112605102109765,0,1,0,0,1,0,1,0,0,0,1
bastard,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,bastard,bastard,bastard,1,7.569855608330948,0.00011036383741552629,0,0,1,0,0,1,0,1,0,0,-1
battered,26,8,2.3870314417945334e-05,15.354422904823865,JJ,4,"{'NN', 'VBD', 'VBN', 'JJ'}",JJ,0,74.60481314493624,batter,batter,bat,26,2.8694158901898557,0.001528982463173209,0,0,0,1,0,1,0,1,0,0,-1
battery,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,batteri,batteri,battery,1,7.569855608330948,0.0001433141917518165,1,0,0,0,0,1,0,0,0,0,-1
battle,55,6,5.049489588411513e-05,14.273502909440298,NN,3,"{'NN', 'NNP', 'VB'}",NN,0,84.40135408074069,battl,battl,battl,34,2.4823927670806083,0.002572520010210113,1,0,0,0,0,1,0,0,0,0,-1
battled,1,7,9.180890160748206e-07,20.054862622964958,VBD,1,{'VBD'},VB,0,7.569855608330948,battl,battl,battl,1,7.569855608330948,0.00017026215943164526,1,0,0,1,0,1,0,1,0,0,-1
beam,21,4,1.9279869337571232e-05,15.662545200186198,NN,2,"{'NN', 'VB'}",NN,0,54.944475190836435,beam,beam,beam,15,3.662965012722429,0.001382988522469754,0,0,0,0,1,0,1,0,0,0,1
beaming,106,7,9.731743570393099e-05,13.326942168401759,NN,8,"{'NN', 'VBN', 'VBD', 'VB', 'VBP', 'JJ', 'VBG', 'NNP'}",NN,0,100.75234999750276,beam,beam,beam,67,1.5037664178731756,0.002944726228253046,0,1,0,0,1,0,1,0,0,0,1
bear,46,4,4.223209473944175e-05,14.531300666907946,VB,7,"{'NN', 'VBD', 'IN', 'VB', 'VBP', 'JJ', 'NNP'}",VB,0,88.23326760571976,bear,bear,bear,38,2.321928094887362,0.0021261605534416096,1,0,0,1,0,0,0,0,0,0,0
beast,18,5,1.6525602289346772e-05,15.884937621522646,NN,2,"{'NN', 'NNP'}",NN,0,57.117689733295165,beast,beast,beast,16,3.569855608330948,0.0011741912306394479,1,0,0,1,0,1,0,0,0,0,-1
beating,43,7,3.947782769121728e-05,14.62859786826286,VBG,4,"{'NN', 'VBG', 'RB', 'VBD'}",VB,0,85.42004069850935,beat,beat,beat,35,2.4405725913859815,0.0020967235388355218,1,0,0,1,0,1,0,1,0,0,-1
beautiful,48,9,4.4068272771591385e-05,14.469900122243802,JJ,5,"{'NN', 'VBD', 'VB', 'VBP', 'JJ'}",JJ,0,86.39750184799087,beauti,beauti,beauty,36,2.3999306068886352,0.00226234022069328,0,0,0,0,1,0,1,0,0,0,1
beauty,8,6,7.344712128598564e-06,17.054862622964958,NN,1,{'NN'},NN,0,36.55884486664758,beauti,beauti,beauty,8,4.569855608330948,0.0007766882421740456,0,0,0,0,1,0,1,0,0,0,1
bee,3,3,2.7542670482244616e-06,18.4699001222438,VBN,3,"{'NN', 'VBN', 'VBP'}",VB,0,17.954679322829374,bee,bee,bee,3,5.984893107609792,0.0001988841774804642,1,0,0,1,0,0,0,0,0,0,0
beer,4,4,3.672356064299282e-06,18.054862622964958,NN,2,"{'NN', 'JJ'}",NN,0,22.27942243332379,beer,beer,beer,4,5.569855608330948,0.0004887414905017201,0,0,0,0,1,0,1,0,0,0,1
befriend,2,8,1.836178032149641e-06,19.054862622964958,VB,1,{'VB'},VB,0,13.139711216661896,befriend,befriend,befriend,2,6.569855608330948,0.0002636397313658935,0,0,0,0,1,0,1,0,0,1,1
beg,30,3,2.7542670482244616e-05,15.14797202735644,VBP,6,"{'RB', 'NN', 'POS', 'IN', 'VB', 'VBP'}",VB,0,74.60481314493624,beg,beg,beg,26,2.8694158901898557,0.0016446288553224003,0,0,0,0,0,1,0,1,0,0,-1
believing,18,9,1.6525602289346772e-05,15.884937621522646,VBG,2,"{'NN', 'VBG'}",VB,0,59.200677040370344,believ,believ,believ,17,3.4823927670806083,0.0012902754161690127,0,0,0,0,0,0,1,0,0,1,1
belt,15,4,1.3771335241122308e-05,16.147972027356438,NN,2,"{'NN', 'VBD'}",NN,0,54.944475190836435,belt,belt,belt,15,3.662965012722429,0.0012077277470777738,1,0,0,1,0,1,0,0,0,0,-1
benign,3,6,2.7542670482244616e-06,18.4699001222438,IN,3,"{'NN', 'IN', 'JJ'}",IN,0,17.954679322829374,benign,benign,benign,3,5.984893107609792,0.0003136740192760482,0,0,0,0,1,0,1,0,0,0,1
bereaved,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,bereav,bereav,bereav,1,7.569855608330948,8.032529295767135e-05,0,0,0,0,0,1,0,1,0,0,-1
bereavement,1,11,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,bereav,bereav,bereav,1,7.569855608330948,8.032529295767135e-05,0,0,0,0,0,1,0,1,0,0,-1
berserk,7,7,6.426623112523744e-06,17.247507700907352,NN,3,"{'NN', 'NNS', 'JJ'}",NN,0,29.90935864565875,berserk,berserk,berserk,6,4.984893107609792,0.0006757548397132292,1,0,0,0,0,1,0,0,0,0,-1
bestial,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,bestial,bestial,best,1,7.569855608330948,0.00022134080726113884,0,0,1,1,0,1,0,0,0,0,-1
betray,8,6,7.344712128598564e-06,17.054862622964958,VB,2,"{'NNP', 'VB'}",VB,0,33.33750480391341,betray,betray,betray,7,4.762500686273344,0.0007330879870310798,1,0,1,0,0,1,0,1,1,0,-1
betrayal,5,8,4.590445080374103e-06,17.732934528077596,NN,2,"{'NN', 'NNS'}",NN,0,26.239637567217926,betray,betray,betray,5,5.247927513443585,0.0004915283796681898,1,0,1,0,0,1,0,1,0,0,-1
beware,6,6,5.508534096448923e-06,17.4699001222438,NN,3,"{'NN', 'VBZ', 'NNP'}",NN,0,26.239637567217926,bewar,bewar,bew,5,5.247927513443585,0.00047505384235429506,0,1,0,1,0,1,0,0,0,0,-1
bewildered,50,10,4.590445080374103e-05,14.411006433190233,NN,7,"{'NN', 'VBD', 'VBN', 'VBZ', 'IN', 'JJ', 'NNP'}",NN,0,92.85865554652062,bewild,bewild,bewild,44,2.1104239896936505,0.002062577321392723,0,0,0,1,0,1,0,0,1,0,-1
bewilderment,6,12,5.508534096448923e-06,17.4699001222438,NN,1,{'NN'},NN,0,29.90935864565875,bewilder,bewilder,bewild,6,4.984893107609792,0.0005265155952900984,0,0,0,1,0,0,0,0,1,0,0
bickering,7,9,6.426623112523744e-06,17.247507700907352,NN,2,"{'NN', 'VBG'}",NN,0,29.90935864565875,bicker,bicker,bick,6,4.984893107609792,0.000621156732772192,1,0,1,0,0,1,0,0,0,0,-1
bile,4,4,3.672356064299282e-06,18.054862622964958,NN,2,"{'NN', 'IN'}",NN,0,13.139711216661896,bile,bile,bil,2,6.569855608330948,0.00040726588517489077,1,0,1,0,0,1,0,0,0,0,-1
birch,3,5,2.7542670482244616e-06,18.4699001222438,NN,2,"{'NN', 'NNP'}",NN,0,17.954679322829374,birch,birch,birch,3,5.984893107609792,0.00035903066757734847,1,0,1,1,0,1,0,0,0,0,-1
birth,11,5,1.0098979176823027e-05,16.59543100432766,NN,2,"{'NN', 'JJ'}",NN,0,39.599375461997724,birth,birth,bir,9,4.399930606888636,0.0010176237840379277,0,1,0,1,1,0,1,0,0,1,1
birthday,85,8,7.803756636635975e-05,13.645471686827255,NN,6,"{'RB', 'NN', 'VBD', 'IN', 'JJ', 'NNP'}",NN,0,87.33488297997393,birthday,birthday,birthday,37,2.360402242701998,0.004829673813182583,0,1,0,0,1,0,1,0,1,0,1
birthplace,1,10,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,birthplac,birthplac,birthplac,1,7.569855608330948,0.0001464755342169301,1,0,0,0,0,1,0,0,0,0,-1
bitch,2,5,1.836178032149641e-06,19.054862622964958,NNP,2,"{'NN', 'NNP'}",NN,0,13.139711216661896,bitch,bitch,bitch,2,6.569855608330948,0.00028055669369710096,1,0,1,1,0,1,0,1,0,0,-1
bitterly,53,8,4.865871785196549e-05,14.326942168401759,NN,4,"{'NN', 'VBD', 'RB', 'JJ'}",NN,0,94.129508004601,bitterli,bitter,bit,46,2.046293652273935,0.002139100002854489,1,0,1,0,0,1,0,1,0,0,-1
bitterness,7,10,6.426623112523744e-06,17.247507700907352,NN,1,{'NN'},NN,0,33.33750480391341,bitter,bitter,bit,7,4.762500686273344,0.0006487958729154074,1,0,1,0,0,1,0,1,0,0,-1
bizarre,20,7,1.8361780321496413e-05,15.732934528077596,JJ,5,"{'NN', 'IN', 'VB', 'VBP', 'JJ'}",JJ,0,63.11663380285988,bizarr,bizarr,bizar,19,3.321928094887362,0.0011974474479734978,0,0,0,0,0,1,0,0,1,0,-1
black,933,5,0.0008565770519978076,10.189129352113198,JJ,10,"{'NNS', 'RB', 'NN', 'POS', 'IN', 'VB', 'VBP', 'JJ', 'NNP', 'RP'}",JJ,0,28.55697307624103,black,black,black,169,0.16897617204876347,0.0034631324042973858,0,0,0,0,0,1,0,1,0,0,-1
blackmail,7,9,6.426623112523744e-06,17.247507700907352,NN,3,"{'NN', 'VB', 'JJ'}",NN,0,22.27942243332379,blackmail,blackmail,blackmail,4,5.569855608330948,0.000809333403072861,1,0,0,1,0,1,0,0,0,0,-1
blackness,20,9,1.8361780321496413e-05,15.732934528077596,NN,2,"{'NN', 'VBN'}",NN,0,61.19875092399543,black,black,black,18,3.3999306068886352,0.0013373555265986236,0,0,0,1,0,1,0,1,0,0,-1
blame,49,5,4.498636178766621e-05,14.44015277884975,VB,5,"{'NN', 'VBD', 'VB', 'VBP', 'JJ'}",VB,0,90.70444775222742,blame,blame,blam,41,2.212303603712864,0.002156683081438597,1,0,1,0,0,1,0,0,0,0,-1
blast,52,5,4.774062883589067e-05,14.354422904823865,NN,6,"{'NN', 'VBD', 'IN', 'VB', 'VBP', 'NNP'}",NN,0,86.39750184799087,blast,blast,blast,36,2.3999306068886352,0.0024422200178036355,1,0,0,1,0,1,0,0,1,0,-1
blatant,3,7,2.7542670482244616e-06,18.4699001222438,JJ,2,"{'CD', 'JJ'}",JJ,0,17.954679322829374,blatant,blatant,blat,3,5.984893107609792,0.00036412182259279273,1,0,1,0,0,1,0,0,0,0,-1
blaze,10,5,9.180890160748207e-06,16.732934528077596,NN,3,"{'NN', 'NNP', 'VB'}",NN,0,39.599375461997724,blaze,blaze,blaz,9,4.399930606888636,0.000773390194936067,1,0,0,0,0,1,0,0,0,0,-1
bleak,3,5,2.7542670482244616e-06,18.4699001222438,JJ,2,"{'NN', 'JJ'}",JJ,0,17.954679322829374,bleak,bleak,bleak,3,5.984893107609792,0.0002723292367127864,0,0,0,0,0,1,0,1,0,0,-1
bleeding,47,8,4.3150183755516566e-05,14.50027377128732,NN,6,"{'NN', 'VBN', 'VBD', 'VB', 'JJ', 'VBG'}",NN,0,81.08543823626624,bleed,bleed,blee,31,2.6156592979440725,0.0027803480532247868,0,0,1,1,0,1,0,1,0,0,-1
bless,15,5,1.3771335241122308e-05,16.147972027356438,NN,4,"{'NN', 'IN', 'NNP', 'JJ'}",NN,0,54.944475190836435,bless,bless,bless,15,3.662965012722429,0.0010132274003057768,0,1,0,0,1,0,1,0,0,1,1
blessed,3,7,2.7542670482244616e-06,18.4699001222438,JJ,2,"{'VBD', 'JJ'}",JJ,0,17.954679322829374,bless,bless,bless,3,5.984893107609792,0.000320480623122943,0,0,0,0,1,0,1,0,0,0,1
blessing,3,8,2.7542670482244616e-06,18.4699001222438,VBG,2,"{'NN', 'VBG'}",VB,0,17.954679322829374,bless,bless,bless,3,5.984893107609792,0.0003249992915816194,0,1,0,0,1,0,1,0,0,1,1
blighted,1,8,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,blight,blight,blight,1,7.569855608330948,0.00015747567315021734,0,0,1,0,0,1,0,1,0,0,-1
blindfold,3,9,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,7.569855608330948,blindfold,blindfold,blindfold,1,7.569855608330948,0.00033668742512961956,0,1,0,1,0,0,0,0,1,0,0
blindly,15,7,1.3771335241122308e-05,16.147972027356438,RB,4,"{'VBZ', 'RB', 'IN', 'VB'}",RB,0,50.30240657246812,blindli,blind,blind,13,3.8694158901898557,0.001018684579220471,0,0,0,0,0,1,0,1,0,0,-1
bliss,1,5,9.180890160748206e-07,20.054862622964958,RB,1,{'RB'},RB,0,7.569855608330948,bliss,bliss,bliss,1,7.569855608330948,0.00026384996892056284,0,0,0,0,1,0,1,0,0,0,1
blissful,2,8,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,bliss,bliss,bliss,2,6.569855608330948,0.00026863352681328657,0,0,0,0,1,0,1,0,0,0,1
blister,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,blister,blister,blist,1,7.569855608330948,0.00010512228313193928,0,0,1,0,0,1,0,0,0,0,-1
blob,2,4,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,blob,blob,blob,2,6.569855608330948,0.0003596077338181853,0,0,1,1,0,1,0,0,0,0,-1
bloodshed,1,9,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,bloodsh,bloodsh,bloodsh,1,7.569855608330948,0.00015747567315021734,1,0,1,1,0,1,0,1,1,0,-1
bloodthirsty,2,12,1.836178032149641e-06,19.054862622964958,NNP,2,"{'NNP', 'JJ'}",NN,0,13.139711216661896,bloodthirsti,bloodthirsti,bloodthirsty,2,6.569855608330948,0.000279429959987474,1,0,1,1,0,1,0,0,0,0,-1
bloody,47,6,4.3150183755516566e-05,14.50027377128732,NN,4,"{'NN', 'VB', 'NNP', 'JJ'}",NN,0,89.91710053774342,bloodi,bloodi,bloody,40,2.2479275134435857,0.0020483881537412697,1,0,1,1,0,1,0,1,0,0,-1
bloom,2,5,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,bloom,bloom,bloom,2,6.569855608330948,0.0001573657878792702,0,1,0,0,1,0,1,0,0,1,1
blossom,3,7,2.7542670482244616e-06,18.4699001222438,VB,2,"{'NN', 'VB'}",VB,0,17.954679322829374,blossom,blossom,blossom,3,5.984893107609792,0.00038402531444661146,0,0,0,0,1,0,1,0,0,0,1
blunder,9,7,8.262801144673386e-06,16.884937621522646,NN,2,"{'NN', 'VB'}",NN,0,29.90935864565875,blunder,blunder,blund,6,4.984893107609792,0.000984381839477447,0,0,1,0,0,1,0,1,0,0,-1
boast,3,5,2.7542670482244616e-06,18.4699001222438,VB,2,"{'NN', 'VB'}",VB,0,17.954679322829374,boast,boast,boast,3,5.984893107609792,0.0004752789210413048,0,0,0,0,0,1,1,0,0,0,0
boil,5,4,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,26.239637567217926,boil,boil,boil,5,5.247927513443585,0.000620557288719341,0,0,1,0,0,1,0,0,0,0,-1
boisterous,3,10,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,boister,boister,boist,3,5.984893107609792,0.0005351159514520033,1,1,0,0,1,1,1,0,0,0,0
bomb,9,4,8.262801144673386e-06,16.884937621522646,NN,1,{'NN'},NN,0,33.33750480391341,bomb,bomb,bomb,7,4.762500686273344,0.00072434239960495,1,0,0,1,0,1,0,1,1,0,-1
bombard,1,7,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,bombard,bombard,bombard,1,7.569855608330948,0.00015442381901939917,1,0,0,1,0,1,0,0,0,0,-1
bombed,1,6,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,bomb,bomb,bomb,1,7.569855608330948,0.00017707264580891108,0,0,1,0,0,1,0,0,0,0,-1
bomber,2,6,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,bomber,bomber,bomb,1,7.569855608330948,0.0002856010416272759,0,0,0,1,0,0,0,1,0,0,0
bonus,3,5,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,bonu,bonus,bon,3,5.984893107609792,0.00028735798199708355,0,1,0,0,1,0,1,0,1,0,1
boomerang,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,boomerang,boomerang,boomerang,1,7.569855608330948,0.0001562405698313921,0,1,0,0,0,0,0,0,0,1,0
boredom,2,7,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,boredom,boredom,boredom,2,6.569855608330948,0.00030258224949961967,0,0,0,0,0,1,0,1,0,0,-1
bothering,20,9,1.8361780321496413e-05,15.732934528077596,VBG,2,"{'NN', 'VBG'}",VB,0,63.11663380285988,bother,bother,both,19,3.321928094887362,0.0012503213907937515,1,0,0,0,0,1,0,1,0,0,-1
bottom,124,6,0.00011384303799327775,13.100666312578083,NN,4,"{'NN', 'NNP', 'VB', 'JJ'}",NN,0,100.46653521143955,bottom,bottom,bottom,76,1.3219280948873624,0.0033793421343924442,0,0,0,0,0,1,0,1,0,0,-1
bout,9,4,8.262801144673386e-06,16.884937621522646,IN,3,"{'NN', 'RB', 'IN'}",IN,0,36.55884486664758,bout,bout,bout,8,4.569855608330948,0.0007249643642139857,1,0,0,0,0,1,0,0,0,0,-1
boy,518,3,0.00047557011032675704,11.038054335278403,NN,10,"{'NNS', 'NN', 'VBD', 'IN', 'VB', 'VBZ', 'VBP', 'JJ', 'PDT', 'NNP'}",NN,0,59.65540541332974,boy,boy,boy,142,0.4201084888262658,0.004413186129369508,0,0,1,0,0,1,0,0,0,0,-1
brawl,2,5,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,brawl,brawl,brawl,2,6.569855608330948,0.0003404641483766087,1,0,1,1,0,1,0,0,0,0,-1
breakup,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,breakup,breakup,breakup,1,7.569855608330948,0.00014701603434319184,0,0,0,0,0,1,0,1,0,0,-1
bride,2,5,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,bride,bride,brid,1,7.569855608330948,0.0003213011718306854,0,1,0,0,1,0,1,0,0,1,1
bridesmaid,1,10,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,bridesmaid,bridesmaid,bridesmaid,1,7.569855608330948,0.0001433141917518165,0,0,0,0,1,0,1,0,0,1,1
brighten,2,8,1.836178032149641e-06,19.054862622964958,VB,2,"{'VB', 'JJ'}",VB,0,7.569855608330948,brighten,brighten,bright,1,7.569855608330948,0.00025296092258415864,0,0,0,0,1,0,1,0,1,1,1
brilliant,80,9,7.344712128598565e-05,13.732934528077596,JJ,8,"{'NNS', 'NN', 'VBN', 'VBD', 'IN', 'VB', 'JJ', 'NNP'}",JJ,0,99.00703886747377,brilliant,brilliant,bril,57,1.7369655941662063,0.002601817290633936,0,1,0,0,1,0,1,0,0,1,1
broke,179,5,0.0001643379338773929,12.571046845700701,VBD,5,"{'NN', 'VBD', 'IN', 'VB', 'NNP'}",VB,0,87.38216990738835,broke,broke,brok,109,0.8016712835540215,0.0028429213016025324,0,0,0,1,0,1,0,1,0,0,-1
broken,182,6,0.00016709220092561735,12.547067982766261,VBN,9,"{'NNS', 'NN', 'VBN', 'VBD', 'IN', 'VB', 'VBP', 'JJ', 'NNP'}",VB,0,87.38216990738835,broken,broken,brok,109,0.8016712835540215,0.0029877290583119457,1,0,0,1,0,1,0,1,0,0,-1
brother,128,7,0.00011751539405757703,13.054862622964958,NN,5,"{'NNS', 'RB', 'NN', 'VBD', 'PRP$'}",NN,0,99.54554097917729,brother,brother,broth,59,1.6872125589691065,0.0044026971321329276,0,0,0,0,0,0,1,0,0,1,1
brotherly,2,9,1.836178032149641e-06,19.054862622964958,RB,2,"{'NN', 'RB'}",RB,0,7.569855608330948,brotherli,brother,broth,1,7.569855608330948,0.0002656089687133666,0,1,0,0,1,0,1,0,0,1,1
bruise,6,6,5.508534096448923e-06,17.4699001222438,NN,1,{'NN'},NN,0,29.90935864565875,bruis,bruis,bru,6,4.984893107609792,0.0005690873111114705,0,1,0,0,0,1,0,0,0,0,-1
